agency_cd,site_no,datetime,discharge_cfs,329706_00060_00003_cd
USGS,12436500,1/27/2000,145000,A:R
USGS,12436500,1/28/2000,148000,A:R
USGS,12436500,1/29/2000,145000,A:R
USGS,12436500,1/30/2000,158000,A:R
USGS,12436500,1/31/2000,166000,A:R
USGS,12436500,2/1/2000,144000,A:R
USGS,12436500,2/2/2000,117000,A:R
USGS,12436500,2/3/2000,106000,A:R
USGS,12436500,2/4/2000,140000,A:R
USGS,12436500,2/5/2000,114000,A:R
USGS,12436500,2/6/2000,75600,A:R
USGS,12436500,2/7/2000,119000,A:R
USGS,12436500,2/8/2000,128000,A:R
USGS,12436500,2/9/2000,139000,A:R
USGS,12436500,2/10/2000,156000,A:R
USGS,12436500,2/11/2000,141000,A:R
USGS,12436500,2/12/2000,110000,A:R
USGS,12436500,2/13/2000,104000,A:R
USGS,12436500,2/14/2000,147000,A:R
USGS,12436500,2/15/2000,113000,A:R
USGS,12436500,2/16/2000,114000,A:R
USGS,12436500,2/17/2000,105000,A:R
USGS,12436500,2/18/2000,98900,A:R
USGS,12436500,2/19/2000,105000,A:R
USGS,12436500,2/20/2000,71200,A:R
USGS,12436500,2/21/2000,109000,A:R
USGS,12436500,2/22/2000,108000,A:R
USGS,12436500,2/23/2000,124000,A:R
USGS,12436500,2/24/2000,99800,A:R
USGS,12436500,2/25/2000,118000,A:R
USGS,12436500,2/26/2000,75700,A:R
USGS,12436500,2/27/2000,62200,A:R
USGS,12436500,2/28/2000,107000,A:R
USGS,12436500,2/29/2000,86800,A:R
USGS,12436500,3/1/2000,98600,A:R
USGS,12436500,3/2/2000,86500,A:R
USGS,12436500,3/3/2000,93900,A:R
USGS,12436500,3/4/2000,65200,A:R
USGS,12436500,3/5/2000,94600,A:R
USGS,12436500,3/6/2000,127000,A:R
USGS,12436500,3/7/2000,106000,A:R
USGS,12436500,3/8/2000,117000,A:R
USGS,12436500,3/9/2000,116000,A:R
USGS,12436500,3/10/2000,126000,A:R
USGS,12436500,3/11/2000,70000,A:R
USGS,12436500,3/12/2000,89000,A:R
USGS,12436500,3/13/2000,124000,A:R
USGS,12436500,3/14/2000,130000,A:R
USGS,12436500,3/15/2000,132000,A:R
USGS,12436500,3/16/2000,92100,A:R
USGS,12436500,3/17/2000,111000,A:R
USGS,12436500,3/18/2000,62300,A:R
USGS,12436500,3/19/2000,55500,A:R
USGS,12436500,3/20/2000,120000,A:R
USGS,12436500,3/21/2000,117000,A:R
USGS,12436500,3/22/2000,102000,A:R
USGS,12436500,3/23/2000,89600,A:R
USGS,12436500,3/24/2000,87400,A:R
USGS,12436500,3/25/2000,66400,A:R
USGS,12436500,3/26/2000,53800,A:R
USGS,12436500,3/27/2000,109000,A:R
USGS,12436500,3/28/2000,105000,A:R
USGS,12436500,3/29/2000,95500,A:R
USGS,12436500,3/30/2000,96200,A:R
USGS,12436500,3/31/2000,86900,A:R
USGS,12436500,4/1/2000,74800,A:R
USGS,12436500,4/2/2000,81600,A:R
USGS,12436500,4/3/2000,111000,A:R
USGS,12436500,4/4/2000,104000,A:R
USGS,12436500,4/5/2000,91100,A:R
USGS,12436500,4/6/2000,91100,A:R
USGS,12436500,4/7/2000,115000,A:R
USGS,12436500,4/8/2000,121000,A:R
USGS,12436500,4/9/2000,129000,A:R
USGS,12436500,4/10/2000,121000,A:R
USGS,12436500,4/11/2000,132000,A:R
USGS,12436500,4/12/2000,127000,A:R
USGS,12436500,4/13/2000,136000,A:R
USGS,12436500,4/14/2000,113000,A:R
USGS,12436500,4/15/2000,102000,A:R
USGS,12436500,4/16/2000,123000,A:R
USGS,12436500,4/17/2000,151000,A:R
USGS,12436500,4/18/2000,160000,A:R
USGS,12436500,4/19/2000,170000,A:R
USGS,12436500,4/20/2000,161000,A:R
USGS,12436500,4/21/2000,186000,A:R
USGS,12436500,4/22/2000,182000,A:R
USGS,12436500,4/23/2000,184000,A:R
USGS,12436500,4/24/2000,202000,A:R
USGS,12436500,4/25/2000,183000,A:R
USGS,12436500,4/26/2000,162000,A:R
USGS,12436500,4/27/2000,187000,A:R
USGS,12436500,4/28/2000,160000,A:R
USGS,12436500,4/29/2000,152000,A:R
USGS,12436500,4/30/2000,154000,A:R
USGS,12436500,5/1/2000,176000,A:R
USGS,12436500,5/2/2000,167000,A:R
USGS,12436500,5/3/2000,166000,A:R
USGS,12436500,5/4/2000,167000,A:R
USGS,12436500,5/5/2000,157000,A:R
USGS,12436500,5/6/2000,131000,A:R
USGS,12436500,5/7/2000,144000,A:R
USGS,12436500,5/8/2000,156000,A:R
USGS,12436500,5/9/2000,174000,A:R
USGS,12436500,5/10/2000,163000,A:R
USGS,12436500,5/11/2000,151000,A:R
USGS,12436500,5/12/2000,152000,A:R
USGS,12436500,5/13/2000,146000,A:R
USGS,12436500,5/14/2000,129000,A:R
USGS,12436500,5/15/2000,160000,A:R
USGS,12436500,5/16/2000,149000,A:R
USGS,12436500,5/17/2000,150000,A:R
USGS,12436500,5/18/2000,150000,A:R
USGS,12436500,5/19/2000,147000,A:R
USGS,12436500,5/20/2000,124000,A:R
USGS,12436500,5/21/2000,129000,A:R
USGS,12436500,5/22/2000,150000,A:R
USGS,12436500,5/23/2000,116000,A:R
USGS,12436500,5/24/2000,126000,A:R
USGS,12436500,5/25/2000,103000,A:R
USGS,12436500,5/26/2000,102000,A:R
USGS,12436500,5/27/2000,85100,A:R
USGS,12436500,5/28/2000,79000,A:R
USGS,12436500,5/29/2000,94800,A:R
USGS,12436500,5/30/2000,138000,A:R
USGS,12436500,5/31/2000,109000,A:R
USGS,12436500,6/1/2000,83300,A:R
USGS,12436500,6/2/2000,115000,A:R
USGS,12436500,6/3/2000,99600,A:R
USGS,12436500,6/4/2000,107000,A:R
USGS,12436500,6/5/2000,125000,A:R
USGS,12436500,6/6/2000,98400,A:R
USGS,12436500,6/7/2000,91500,A:R
USGS,12436500,6/8/2000,95300,A:R
USGS,12436500,6/9/2000,77100,A:R
USGS,12436500,6/10/2000,82500,A:R
USGS,12436500,6/11/2000,104000,A:R
USGS,12436500,6/12/2000,122000,A:R
USGS,12436500,6/13/2000,110000,A:R
USGS,12436500,6/14/2000,115000,A:R
USGS,12436500,6/15/2000,100000,A:R
USGS,12436500,6/16/2000,82900,A:R
USGS,12436500,6/17/2000,93700,A:R
USGS,12436500,6/18/2000,77700,A:R
USGS,12436500,6/19/2000,121000,A:R
USGS,12436500,6/20/2000,108000,A:R
USGS,12436500,6/21/2000,117000,A:R
USGS,12436500,6/22/2000,118000,A:R
USGS,12436500,6/23/2000,98100,A:R
USGS,12436500,6/24/2000,109000,A:R
USGS,12436500,6/25/2000,93200,A:R
USGS,12436500,6/26/2000,139000,A:R
USGS,12436500,6/27/2000,158000,A:R
USGS,12436500,6/28/2000,120000,A:R
USGS,12436500,6/29/2000,119000,A:R
USGS,12436500,6/30/2000,98400,A:R
USGS,12436500,7/1/2000,78000,A:R
USGS,12436500,7/2/2000,62600,A:R
USGS,12436500,7/3/2000,106000,A:R
USGS,12436500,7/4/2000,82400,A:R
USGS,12436500,7/5/2000,129000,A:R
USGS,12436500,7/6/2000,148000,A:R
USGS,12436500,7/7/2000,154000,A:R
USGS,12436500,7/8/2000,114000,A:R
USGS,12436500,7/9/2000,80600,A:R
USGS,12436500,7/10/2000,118000,A:R
USGS,12436500,7/11/2000,120000,A:R
USGS,12436500,7/12/2000,125000,A:R
USGS,12436500,7/13/2000,125000,A:R
USGS,12436500,7/14/2000,122000,A:R
USGS,12436500,7/15/2000,98000,A:R
USGS,12436500,7/16/2000,80300,A:R
USGS,12436500,7/17/2000,116000,A:R
USGS,12436500,7/18/2000,128000,A:R
USGS,12436500,7/19/2000,120000,A:R
USGS,12436500,7/20/2000,129000,A:R
USGS,12436500,7/21/2000,106000,A:R
USGS,12436500,7/22/2000,91700,A:R
USGS,12436500,7/23/2000,82200,A:R
USGS,12436500,7/24/2000,112000,A:R
USGS,12436500,7/25/2000,123000,A:R
USGS,12436500,7/26/2000,108000,A:R
USGS,12436500,7/27/2000,118000,A:R
USGS,12436500,7/28/2000,119000,A:R
USGS,12436500,7/29/2000,96500,A:R
USGS,12436500,7/30/2000,114000,A:R
USGS,12436500,7/31/2000,135000,A:R
USGS,12436500,8/1/2000,116000,A:R
USGS,12436500,8/2/2000,120000,A:R
USGS,12436500,8/3/2000,119000,A:R
USGS,12436500,8/4/2000,125000,A:R
USGS,12436500,8/5/2000,98800,A:R
USGS,12436500,8/6/2000,102000,A:R
USGS,12436500,8/7/2000,119000,A:R
USGS,12436500,8/8/2000,125000,A:R
USGS,12436500,8/9/2000,145000,A:R
USGS,12436500,8/10/2000,149000,A:R
USGS,12436500,8/11/2000,123000,A:R
USGS,12436500,8/12/2000,117000,A:R
USGS,12436500,8/13/2000,103000,A:R
USGS,12436500,8/14/2000,126000,A:R
USGS,12436500,8/15/2000,131000,A:R
USGS,12436500,8/16/2000,124000,A:R
USGS,12436500,8/17/2000,125000,A:R
USGS,12436500,8/18/2000,91900,A:R
USGS,12436500,8/19/2000,51400,A:R
USGS,12436500,8/20/2000,70000,A:R
USGS,12436500,8/21/2000,84400,A:R
USGS,12436500,8/22/2000,74800,A:R
USGS,12436500,8/23/2000,76200,A:R
USGS,12436500,8/24/2000,100000,A:R
USGS,12436500,8/25/2000,84400,A:R
USGS,12436500,8/26/2000,57800,A:R
USGS,12436500,8/27/2000,80600,A:R
USGS,12436500,8/28/2000,99800,A:R
USGS,12436500,8/29/2000,108000,A:R
USGS,12436500,8/30/2000,102000,A:R
USGS,12436500,8/31/2000,98900,A:R
USGS,12436500,9/1/2000,85100,A:R
USGS,12436500,9/2/2000,66200,A:R
USGS,12436500,9/3/2000,54700,A:R
USGS,12436500,9/4/2000,80100,A:R
USGS,12436500,9/5/2000,88200,A:R
USGS,12436500,9/6/2000,96900,A:R
USGS,12436500,9/7/2000,78500,A:R
USGS,12436500,9/8/2000,68200,A:R
USGS,12436500,9/9/2000,61700,A:R
USGS,12436500,9/10/2000,63000,A:R
USGS,12436500,9/11/2000,99600,A:R
USGS,12436500,9/12/2000,93300,A:R
USGS,12436500,9/13/2000,96200,A:R
USGS,12436500,9/14/2000,102000,A:R
USGS,12436500,9/15/2000,84100,A:R
USGS,12436500,9/16/2000,61600,A:R
USGS,12436500,9/17/2000,79000,A:R
USGS,12436500,9/18/2000,109000,A:R
USGS,12436500,9/19/2000,106000,A:R
USGS,12436500,9/20/2000,99100,A:R
USGS,12436500,9/21/2000,78200,A:R
USGS,12436500,9/22/2000,85400,A:R
USGS,12436500,9/23/2000,62800,A:R
USGS,12436500,9/24/2000,61000,A:R
USGS,12436500,9/25/2000,80600,A:R
USGS,12436500,9/26/2000,73400,A:R
USGS,12436500,9/27/2000,81000,A:R
USGS,12436500,9/28/2000,81800,A:R
USGS,12436500,9/29/2000,80900,A:R
USGS,12436500,9/30/2000,56800,A:R
USGS,12436500,10/1/2000,64000,A:R
USGS,12436500,10/2/2000,86600,A:R
USGS,12436500,10/3/2000,69600,A:R
USGS,12436500,10/4/2000,54200,A:R
USGS,12436500,10/5/2000,74400,A:R
USGS,12436500,10/6/2000,65500,A:R
USGS,12436500,10/7/2000,43800,A:R
USGS,12436500,10/8/2000,54300,A:R
USGS,12436500,10/9/2000,83600,A:R
USGS,12436500,10/10/2000,84700,A:R
USGS,12436500,10/11/2000,84700,A:R
USGS,12436500,10/12/2000,72500,A:R
USGS,12436500,10/13/2000,76800,A:R
USGS,12436500,10/14/2000,52200,A:R
USGS,12436500,10/15/2000,53400,A:R
USGS,12436500,10/16/2000,80400,A:R
USGS,12436500,10/17/2000,77000,A:R
USGS,12436500,10/18/2000,81700,A:R
USGS,12436500,10/19/2000,83300,A:R
USGS,12436500,10/20/2000,63400,A:R
USGS,12436500,10/21/2000,42100,A:R
USGS,12436500,10/22/2000,64000,A:R
USGS,12436500,10/23/2000,77500,A:R
USGS,12436500,10/24/2000,87700,A:R
USGS,12436500,10/25/2000,71300,A:R
USGS,12436500,10/26/2000,73700,A:R
USGS,12436500,10/27/2000,81700,A:R
USGS,12436500,10/28/2000,67800,A:R
USGS,12436500,10/29/2000,61300,A:R
USGS,12436500,10/30/2000,99400,A:R
USGS,12436500,10/31/2000,91400,A:R
USGS,12436500,11/1/2000,91000,A:R
USGS,12436500,11/2/2000,97000,A:R
USGS,12436500,11/3/2000,80600,A:R
USGS,12436500,11/4/2000,66400,A:R
USGS,12436500,11/5/2000,78200,A:R
USGS,12436500,11/6/2000,101000,A:R
USGS,12436500,11/7/2000,101000,A:R
USGS,12436500,11/8/2000,102000,A:R
USGS,12436500,11/9/2000,85000,A:R
USGS,12436500,11/10/2000,83300,A:R
USGS,12436500,11/11/2000,70700,A:R
USGS,12436500,11/12/2000,84400,A:R
USGS,12436500,11/13/2000,113000,A:R
USGS,12436500,11/14/2000,108000,A:R
USGS,12436500,11/15/2000,99800,A:R
USGS,12436500,11/16/2000,107000,A:R
USGS,12436500,11/17/2000,101000,A:R
USGS,12436500,11/18/2000,73800,A:R
USGS,12436500,11/19/2000,94500,A:R
USGS,12436500,11/20/2000,97300,A:R
USGS,12436500,11/21/2000,97500,A:R
USGS,12436500,11/22/2000,103000,A:R
USGS,12436500,11/23/2000,78500,A:R
USGS,12436500,11/24/2000,71300,A:R
USGS,12436500,11/25/2000,78800,A:R
USGS,12436500,11/26/2000,85000,A:R
USGS,12436500,11/27/2000,98900,A:R
USGS,12436500,11/28/2000,108000,A:R
USGS,12436500,11/29/2000,113000,A:R
USGS,12436500,11/30/2000,106000,A:R
USGS,12436500,12/1/2000,110000,A:R
USGS,12436500,12/2/2000,85300,A:R
USGS,12436500,12/3/2000,68800,A:R
USGS,12436500,12/4/2000,124000,A:R
USGS,12436500,12/5/2000,118000,A:R
USGS,12436500,12/6/2000,112000,A:R
USGS,12436500,12/7/2000,130000,A:R
USGS,12436500,12/8/2000,111000,A:R
USGS,12436500,12/9/2000,88700,A:R
USGS,12436500,12/10/2000,109000,A:R
USGS,12436500,12/11/2000,120000,A:R
USGS,12436500,12/12/2000,107000,A:R
USGS,12436500,12/13/2000,139000,A:R
USGS,12436500,12/14/2000,118000,A:R
USGS,12436500,12/15/2000,110000,A:R
USGS,12436500,12/16/2000,92700,A:R
USGS,12436500,12/17/2000,84000,A:R
USGS,12436500,12/18/2000,127000,A:R
USGS,12436500,12/19/2000,112000,A:R
USGS,12436500,12/20/2000,121000,A:R
USGS,12436500,12/21/2000,113000,A:R
USGS,12436500,12/22/2000,109000,A:R
USGS,12436500,12/23/2000,68600,A:R
USGS,12436500,12/24/2000,55200,A:R
USGS,12436500,12/25/2000,68500,A:R
USGS,12436500,12/26/2000,107000,A:R
USGS,12436500,12/27/2000,115000,A:R
USGS,12436500,12/28/2000,127000,A:R
USGS,12436500,12/29/2000,128000,A:R
USGS,12436500,12/30/2000,88800,A:R
USGS,12436500,12/31/2000,75700,A:R
USGS,12436500,1/1/2001,54300,A:R
USGS,12436500,1/2/2001,120000,A:R
USGS,12436500,1/3/2001,127000,A:R
USGS,12436500,1/4/2001,121000,A:R
USGS,12436500,1/5/2001,111000,A:R
USGS,12436500,1/6/2001,109000,A:R
USGS,12436500,1/7/2001,114000,A:R
USGS,12436500,1/8/2001,115000,A:R
USGS,12436500,1/9/2001,120000,A:R
USGS,12436500,1/10/2001,106000,A:R
USGS,12436500,1/11/2001,105000,A:R
USGS,12436500,1/12/2001,110000,A:R
USGS,12436500,1/13/2001,78600,A:R
USGS,12436500,1/14/2001,62300,A:R
USGS,12436500,1/15/2001,108000,A:R
USGS,12436500,1/16/2001,111000,A:R
USGS,12436500,1/17/2001,104000,A:R
USGS,12436500,1/18/2001,91100,A:R
USGS,12436500,1/19/2001,82700,A:R
USGS,12436500,1/20/2001,78800,A:R
USGS,12436500,1/21/2001,94500,A:R
USGS,12436500,1/22/2001,74600,A:R
USGS,12436500,1/23/2001,93400,A:R
USGS,12436500,1/24/2001,97100,A:R
USGS,12436500,1/25/2001,98700,A:R
USGS,12436500,1/26/2001,95100,A:R
USGS,12436500,1/27/2001,80500,A:R
USGS,12436500,1/28/2001,64500,A:R
USGS,12436500,1/29/2001,87400,A:R
USGS,12436500,1/30/2001,87600,A:R
USGS,12436500,1/31/2001,76500,A:R
USGS,12436500,2/1/2001,55600,A:R
USGS,12436500,2/2/2001,62500,A:R
USGS,12436500,2/3/2001,64700,A:R
USGS,12436500,2/4/2001,60200,A:R
USGS,12436500,2/5/2001,89800,A:R
USGS,12436500,2/6/2001,99000,A:R
USGS,12436500,2/7/2001,102000,A:R
USGS,12436500,2/8/2001,111000,A:R
USGS,12436500,2/9/2001,106000,A:R
USGS,12436500,2/10/2001,78700,A:R
USGS,12436500,2/11/2001,74000,A:R
USGS,12436500,2/12/2001,106000,A:R
USGS,12436500,2/13/2001,105000,A:R
USGS,12436500,2/14/2001,97100,A:R
USGS,12436500,2/15/2001,93300,A:R
USGS,12436500,2/16/2001,98800,A:R
USGS,12436500,2/17/2001,65300,A:R
USGS,12436500,2/18/2001,39300,A:R
USGS,12436500,2/19/2001,63100,A:R
USGS,12436500,2/20/2001,81600,A:R
USGS,12436500,2/21/2001,106000,A:R
USGS,12436500,2/22/2001,102000,A:R
USGS,12436500,2/23/2001,109000,A:R
USGS,12436500,2/24/2001,85600,A:R
USGS,12436500,2/25/2001,95900,A:R
USGS,12436500,2/26/2001,101000,A:R
USGS,12436500,2/27/2001,105000,A:R
USGS,12436500,2/28/2001,108000,A:R
USGS,12436500,3/1/2001,111000,A:R
USGS,12436500,3/2/2001,88600,A:R
USGS,12436500,3/3/2001,78700,A:R
USGS,12436500,3/4/2001,72000,A:R
USGS,12436500,3/5/2001,84300,A:R
USGS,12436500,3/6/2001,91500,A:R
USGS,12436500,3/7/2001,94800,A:R
USGS,12436500,3/8/2001,93600,A:R
USGS,12436500,3/9/2001,80100,A:R
USGS,12436500,3/10/2001,61800,A:R
USGS,12436500,3/11/2001,52900,A:R
USGS,12436500,3/12/2001,87800,A:R
USGS,12436500,3/13/2001,88900,A:R
USGS,12436500,3/14/2001,81300,A:R
USGS,12436500,3/15/2001,87900,A:R
USGS,12436500,3/16/2001,73800,A:R
USGS,12436500,3/17/2001,49800,A:R
USGS,12436500,3/18/2001,44200,A:R
USGS,12436500,3/19/2001,71700,A:R
USGS,12436500,3/20/2001,77900,A:R
USGS,12436500,3/21/2001,76700,A:R
USGS,12436500,3/22/2001,61500,A:R
USGS,12436500,3/23/2001,69200,A:R
USGS,12436500,3/24/2001,49600,A:R
USGS,12436500,3/25/2001,41200,A:R
USGS,12436500,3/26/2001,65500,A:R
USGS,12436500,3/27/2001,76200,A:R
USGS,12436500,3/28/2001,68100,A:R
USGS,12436500,3/29/2001,68400,A:R
USGS,12436500,3/30/2001,53100,A:R
USGS,12436500,3/31/2001,54700,A:R
USGS,12436500,4/1/2001,35800,A:R
USGS,12436500,4/2/2001,66200,A:R
USGS,12436500,4/3/2001,60200,A:R
USGS,12436500,4/4/2001,62400,A:R
USGS,12436500,4/5/2001,69500,A:R
USGS,12436500,4/6/2001,58000,A:R
USGS,12436500,4/7/2001,56800,A:R
USGS,12436500,4/8/2001,50000,A:R
USGS,12436500,4/9/2001,72400,A:R
USGS,12436500,4/10/2001,81400,A:R
USGS,12436500,4/11/2001,73200,A:R
USGS,12436500,4/12/2001,85800,A:R
USGS,12436500,4/13/2001,65300,A:R
USGS,12436500,4/14/2001,57500,A:R
USGS,12436500,4/15/2001,40400,A:R
USGS,12436500,4/16/2001,69600,A:R
USGS,12436500,4/17/2001,69400,A:R
USGS,12436500,4/18/2001,58500,A:R
USGS,12436500,4/19/2001,67600,A:R
USGS,12436500,4/20/2001,68200,A:R
USGS,12436500,4/21/2001,41000,A:R
USGS,12436500,4/22/2001,43100,A:R
USGS,12436500,4/23/2001,69900,A:R
USGS,12436500,4/24/2001,69300,A:R
USGS,12436500,4/25/2001,63200,A:R
USGS,12436500,4/26/2001,66400,A:R
USGS,12436500,4/27/2001,52800,A:R
USGS,12436500,4/28/2001,34000,A:R
USGS,12436500,4/29/2001,43500,A:R
USGS,12436500,4/30/2001,62500,A:R
USGS,12436500,5/1/2001,55400,A:R
USGS,12436500,5/2/2001,52500,A:R
USGS,12436500,5/3/2001,61000,A:R
USGS,12436500,5/4/2001,61600,A:R
USGS,12436500,5/5/2001,46100,A:R
USGS,12436500,5/6/2001,39900,A:R
USGS,12436500,5/7/2001,57800,A:R
USGS,12436500,5/8/2001,59000,A:R
USGS,12436500,5/9/2001,62300,A:R
USGS,12436500,5/10/2001,70000,A:R
USGS,12436500,5/11/2001,55900,A:R
USGS,12436500,5/12/2001,22700,A:R
USGS,12436500,5/13/2001,20900,A:R
USGS,12436500,5/14/2001,43500,A:R
USGS,12436500,5/15/2001,30800,A:R
USGS,12436500,5/16/2001,28000,A:R
USGS,12436500,5/17/2001,39600,A:R
USGS,12436500,5/18/2001,27900,A:R
USGS,12436500,5/19/2001,30700,A:R
USGS,12436500,5/20/2001,23100,A:R
USGS,12436500,5/21/2001,65800,A:R
USGS,12436500,5/22/2001,69900,A:R
USGS,12436500,5/23/2001,70600,A:R
USGS,12436500,5/24/2001,57000,A:R
USGS,12436500,5/25/2001,53200,A:R
USGS,12436500,5/26/2001,21300,A:R
USGS,12436500,5/27/2001,21700,A:R
USGS,12436500,5/28/2001,29000,A:R
USGS,12436500,5/29/2001,58900,A:R
USGS,12436500,5/30/2001,74900,A:R
USGS,12436500,5/31/2001,74000,A:R
USGS,12436500,6/1/2001,69200,A:R
USGS,12436500,6/2/2001,55700,A:R
USGS,12436500,6/3/2001,49800,A:R
USGS,12436500,6/4/2001,74500,A:R
USGS,12436500,6/5/2001,76200,A:R
USGS,12436500,6/6/2001,91800,A:R
USGS,12436500,6/7/2001,105000,A:R
USGS,12436500,6/8/2001,85600,A:R
USGS,12436500,6/9/2001,67400,A:R
USGS,12436500,6/10/2001,53400,A:R
USGS,12436500,6/11/2001,101000,A:R
USGS,12436500,6/12/2001,75200,A:R
USGS,12436500,6/13/2001,68800,A:R
USGS,12436500,6/14/2001,83600,A:R
USGS,12436500,6/15/2001,93400,A:R
USGS,12436500,6/16/2001,62200,A:R
USGS,12436500,6/17/2001,42700,A:R
USGS,12436500,6/18/2001,92400,A:R
USGS,12436500,6/19/2001,94600,A:R
USGS,12436500,6/20/2001,105000,A:R
USGS,12436500,6/21/2001,101000,A:R
USGS,12436500,6/22/2001,96500,A:R
USGS,12436500,6/23/2001,52600,A:R
USGS,12436500,6/24/2001,47400,A:R
USGS,12436500,6/25/2001,87900,A:R
USGS,12436500,6/26/2001,80000,A:R
USGS,12436500,6/27/2001,93800,A:R
USGS,12436500,6/28/2001,81100,A:R
USGS,12436500,6/29/2001,78600,A:R
USGS,12436500,6/30/2001,85700,A:R
USGS,12436500,7/1/2001,60800,A:R
USGS,12436500,7/2/2001,81500,A:R
USGS,12436500,7/3/2001,77000,A:R
USGS,12436500,7/4/2001,39100,A:R
USGS,12436500,7/5/2001,57800,A:R
USGS,12436500,7/6/2001,58700,A:R
USGS,12436500,7/7/2001,36000,A:R
USGS,12436500,7/8/2001,51000,A:R
USGS,12436500,7/9/2001,54100,A:R
USGS,12436500,7/10/2001,42400,A:R
USGS,12436500,7/11/2001,35200,A:R
USGS,12436500,7/12/2001,51700,A:R
USGS,12436500,7/13/2001,63900,A:R
USGS,12436500,7/14/2001,45900,A:R
USGS,12436500,7/15/2001,29800,A:R
USGS,12436500,7/16/2001,54300,A:R
USGS,12436500,7/17/2001,57300,A:R
USGS,12436500,7/18/2001,55700,A:R
USGS,12436500,7/19/2001,60500,A:R
USGS,12436500,7/20/2001,47800,A:R
USGS,12436500,7/21/2001,37500,A:R
USGS,12436500,7/22/2001,40500,A:R
USGS,12436500,7/23/2001,60800,A:R
USGS,12436500,7/24/2001,49000,A:R
USGS,12436500,7/25/2001,57200,A:R
USGS,12436500,7/26/2001,52800,A:R
USGS,12436500,7/27/2001,47000,A:R
USGS,12436500,7/28/2001,39300,A:R
USGS,12436500,7/29/2001,31300,A:R
USGS,12436500,7/30/2001,47200,A:R
USGS,12436500,7/31/2001,45200,A:R
USGS,12436500,8/1/2001,62600,A:R
USGS,12436500,8/2/2001,51500,A:R
USGS,12436500,8/3/2001,48300,A:R
USGS,12436500,8/4/2001,33600,A:R
USGS,12436500,8/5/2001,49700,A:R
USGS,12436500,8/6/2001,83300,A:R
USGS,12436500,8/7/2001,90600,A:R
USGS,12436500,8/8/2001,67000,A:R
USGS,12436500,8/9/2001,68700,A:R
USGS,12436500,8/10/2001,67800,A:R
USGS,12436500,8/11/2001,56400,A:R
USGS,12436500,8/12/2001,59300,A:R
USGS,12436500,8/13/2001,77800,A:R
USGS,12436500,8/14/2001,80600,A:R
USGS,12436500,8/15/2001,81600,A:R
USGS,12436500,8/16/2001,75000,A:R
USGS,12436500,8/17/2001,82400,A:R
USGS,12436500,8/18/2001,57900,A:R
USGS,12436500,8/19/2001,41700,A:R
USGS,12436500,8/20/2001,69700,A:R
USGS,12436500,8/21/2001,63100,A:R
USGS,12436500,8/22/2001,59400,A:R
USGS,12436500,8/23/2001,67300,A:R
USGS,12436500,8/24/2001,78300,A:R
USGS,12436500,8/25/2001,70700,A:R
USGS,12436500,8/26/2001,63600,A:R
USGS,12436500,8/27/2001,103000,A:R
USGS,12436500,8/28/2001,84800,A:R
USGS,12436500,8/29/2001,71600,A:R
USGS,12436500,8/30/2001,90000,A:R
USGS,12436500,8/31/2001,72500,A:R
USGS,12436500,9/1/2001,48300,A:R
USGS,12436500,9/2/2001,51800,A:R
USGS,12436500,9/3/2001,67500,A:R
USGS,12436500,9/4/2001,81800,A:R
USGS,12436500,9/5/2001,68000,A:R
USGS,12436500,9/6/2001,55900,A:R
USGS,12436500,9/7/2001,55000,A:R
USGS,12436500,9/8/2001,43400,A:R
USGS,12436500,9/9/2001,41500,A:R
USGS,12436500,9/10/2001,84900,A:R
USGS,12436500,9/11/2001,82900,A:R
USGS,12436500,9/12/2001,79400,A:R
USGS,12436500,9/13/2001,63300,A:R
USGS,12436500,9/14/2001,65400,A:R
USGS,12436500,9/15/2001,44000,A:R
USGS,12436500,9/16/2001,32100,A:R
USGS,12436500,9/17/2001,61800,A:R
USGS,12436500,9/18/2001,61700,A:R
USGS,12436500,9/19/2001,73200,A:R
USGS,12436500,9/20/2001,78800,A:R
USGS,12436500,9/21/2001,72500,A:R
USGS,12436500,9/22/2001,45600,A:R
USGS,12436500,9/23/2001,51000,A:R
USGS,12436500,9/24/2001,89000,A:R
USGS,12436500,9/25/2001,68000,A:R
USGS,12436500,9/26/2001,66500,A:R
USGS,12436500,9/27/2001,64600,A:R
USGS,12436500,9/28/2001,65100,A:R
USGS,12436500,9/29/2001,52100,A:R
USGS,12436500,9/30/2001,53200,A:R
USGS,12436500,10/1/2001,57900,A:R
USGS,12436500,10/2/2001,59200,A:R
USGS,12436500,10/3/2001,58800,A:R
USGS,12436500,10/4/2001,56500,A:R
USGS,12436500,10/5/2001,48900,A:R
USGS,12436500,10/6/2001,38600,A:R
USGS,12436500,10/7/2001,41800,A:R
USGS,12436500,10/8/2001,52800,A:R
USGS,12436500,10/9/2001,62800,A:R
USGS,12436500,10/10/2001,61600,A:R
USGS,12436500,10/11/2001,55900,A:R
USGS,12436500,10/12/2001,64500,A:R
USGS,12436500,10/13/2001,41400,A:R
USGS,12436500,10/14/2001,43800,A:R
USGS,12436500,10/15/2001,73400,A:R
USGS,12436500,10/16/2001,68200,A:R
USGS,12436500,10/17/2001,61200,A:R
USGS,12436500,10/18/2001,64700,A:R
USGS,12436500,10/19/2001,65000,A:R
USGS,12436500,10/20/2001,39800,A:R
USGS,12436500,10/21/2001,44900,A:R
