agency_cd,site_no,datetime,discharge_cfs,329706_00060_00003_cd
USGS,12436500,10/1/1982,60300,A:R
USGS,12436500,10/2/1982,57100,A:R
USGS,12436500,10/3/1982,55300,A:R
USGS,12436500,10/4/1982,68900,A:R
USGS,12436500,10/5/1982,67600,A:R
USGS,12436500,10/6/1982,71700,A:R
USGS,12436500,10/7/1982,76600,A:R
USGS,12436500,10/8/1982,72000,A:R
USGS,12436500,10/9/1982,55900,A:R
USGS,12436500,10/10/1982,56700,A:R
USGS,12436500,10/11/1982,68400,A:R
USGS,12436500,10/12/1982,69600,A:R
USGS,12436500,10/13/1982,82700,A:R
USGS,12436500,10/14/1982,73600,A:R
USGS,12436500,10/15/1982,76700,A:R
USGS,12436500,10/16/1982,59300,A:R
USGS,12436500,10/17/1982,71200,A:R
USGS,12436500,10/18/1982,90500,A:R
USGS,12436500,10/19/1982,87900,A:R
USGS,12436500,10/20/1982,98500,A:R
USGS,12436500,10/21/1982,94500,A:R
USGS,12436500,10/22/1982,84600,A:R
USGS,12436500,10/23/1982,56300,A:R
USGS,12436500,10/24/1982,51400,A:R
USGS,12436500,10/25/1982,87700,A:R
USGS,12436500,10/26/1982,86000,A:R
USGS,12436500,10/27/1982,78600,A:R
USGS,12436500,10/28/1982,84300,A:R
USGS,12436500,10/29/1982,93700,A:R
USGS,12436500,10/30/1982,84400,A:R
USGS,12436500,10/31/1982,82100,A:R
USGS,12436500,11/1/1982,100000,A:R
USGS,12436500,11/2/1982,118000,A:R
USGS,12436500,11/3/1982,102000,A:R
USGS,12436500,11/4/1982,93300,A:R
USGS,12436500,11/5/1982,92200,A:R
USGS,12436500,11/6/1982,87400,A:R
USGS,12436500,11/7/1982,94700,A:R
USGS,12436500,11/8/1982,97400,A:R
USGS,12436500,11/9/1982,99500,A:R
USGS,12436500,11/10/1982,98200,A:R
USGS,12436500,11/11/1982,106000,A:R
USGS,12436500,11/12/1982,108000,A:R
USGS,12436500,11/13/1982,78700,A:R
USGS,12436500,11/14/1982,78900,A:R
USGS,12436500,11/15/1982,96900,A:R
USGS,12436500,11/16/1982,86100,A:R
USGS,12436500,11/17/1982,83500,A:R
USGS,12436500,11/18/1982,86500,A:R
USGS,12436500,11/19/1982,74300,A:R
USGS,12436500,11/20/1982,71700,A:R
USGS,12436500,11/21/1982,73800,A:R
USGS,12436500,11/22/1982,96000,A:R
USGS,12436500,11/23/1982,102000,A:R
USGS,12436500,11/24/1982,120000,A:R
USGS,12436500,11/25/1982,99500,A:R
USGS,12436500,11/26/1982,92300,A:R
USGS,12436500,11/27/1982,90100,A:R
USGS,12436500,11/28/1982,85400,A:R
USGS,12436500,11/29/1982,106000,A:R
USGS,12436500,11/30/1982,101000,A:R
USGS,12436500,12/1/1982,79300,A:R
USGS,12436500,12/2/1982,79700,A:R
USGS,12436500,12/3/1982,66000,A:R
USGS,12436500,12/4/1982,66600,A:R
USGS,12436500,12/5/1982,76400,A:R
USGS,12436500,12/6/1982,88300,A:R
USGS,12436500,12/7/1982,95300,A:R
USGS,12436500,12/8/1982,98700,A:R
USGS,12436500,12/9/1982,100000,A:R
USGS,12436500,12/10/1982,98400,A:R
USGS,12436500,12/11/1982,73300,A:R
USGS,12436500,12/12/1982,76800,A:R
USGS,12436500,12/13/1982,93100,A:R
USGS,12436500,12/14/1982,97000,A:R
USGS,12436500,12/15/1982,87900,A:R
USGS,12436500,12/16/1982,82400,A:R
USGS,12436500,12/17/1982,84400,A:R
USGS,12436500,12/18/1982,73100,A:R
USGS,12436500,12/19/1982,87200,A:R
USGS,12436500,12/20/1982,105000,A:R
USGS,12436500,12/21/1982,102000,A:R
USGS,12436500,12/22/1982,72900,A:R
USGS,12436500,12/23/1982,62400,A:R
USGS,12436500,12/24/1982,68300,A:R
USGS,12436500,12/25/1982,56300,A:R
USGS,12436500,12/26/1982,78000,A:R
USGS,12436500,12/27/1982,102000,A:R
USGS,12436500,12/28/1982,97200,A:R
USGS,12436500,12/29/1982,111000,A:R
USGS,12436500,12/30/1982,111000,A:R
USGS,12436500,12/31/1982,100000,A:R
USGS,12436500,1/1/1983,90000,A:R
USGS,12436500,1/2/1983,95600,A:R
USGS,12436500,1/3/1983,115000,A:R
USGS,12436500,1/4/1983,110000,A:R
USGS,12436500,1/5/1983,119000,A:R
USGS,12436500,1/6/1983,91500,A:R
USGS,12436500,1/7/1983,55700,A:R
USGS,12436500,1/8/1983,70200,A:R
USGS,12436500,1/9/1983,55400,A:R
USGS,12436500,1/10/1983,96700,A:R
USGS,12436500,1/11/1983,91200,A:R
USGS,12436500,1/12/1983,115000,A:R
USGS,12436500,1/13/1983,125000,A:R
USGS,12436500,1/14/1983,132000,A:R
USGS,12436500,1/15/1983,124000,A:R
USGS,12436500,1/16/1983,116000,A:R
USGS,12436500,1/17/1983,113000,A:R
USGS,12436500,1/18/1983,110000,A:R
USGS,12436500,1/19/1983,109000,A:R
USGS,12436500,1/20/1983,113000,A:R
USGS,12436500,1/21/1983,111000,A:R
USGS,12436500,1/22/1983,123000,A:R
USGS,12436500,1/23/1983,126000,A:R
USGS,12436500,1/24/1983,115000,A:R
USGS,12436500,1/25/1983,125000,A:R
USGS,12436500,1/26/1983,115000,A:R
USGS,12436500,1/27/1983,115000,A:R
USGS,12436500,1/28/1983,122000,A:R
USGS,12436500,1/29/1983,102000,A:R
USGS,12436500,1/30/1983,110000,A:R
USGS,12436500,1/31/1983,121000,A:R
USGS,12436500,2/1/1983,132000,A:R
USGS,12436500,2/2/1983,131000,A:R
USGS,12436500,2/3/1983,136000,A:R
USGS,12436500,2/4/1983,144000,A:R
USGS,12436500,2/5/1983,169000,A:R
USGS,12436500,2/6/1983,165000,A:R
USGS,12436500,2/7/1983,148000,A:R
USGS,12436500,2/8/1983,151000,A:R
USGS,12436500,2/9/1983,140000,A:R
USGS,12436500,2/10/1983,139000,A:R
USGS,12436500,2/11/1983,110000,A:R
USGS,12436500,2/12/1983,114000,A:R
USGS,12436500,2/13/1983,110000,A:R
USGS,12436500,2/14/1983,133000,A:R
USGS,12436500,2/15/1983,116000,A:R
USGS,12436500,2/16/1983,96400,A:R
USGS,12436500,2/17/1983,110000,A:R
USGS,12436500,2/18/1983,118000,A:R
USGS,12436500,2/19/1983,74100,A:R
USGS,12436500,2/20/1983,133000,A:R
USGS,12436500,2/21/1983,135000,A:R
USGS,12436500,2/22/1983,174000,A:R
USGS,12436500,2/23/1983,173000,A:R
USGS,12436500,2/24/1983,169000,A:R
USGS,12436500,2/25/1983,180000,A:R
USGS,12436500,2/26/1983,167000,A:R
USGS,12436500,2/27/1983,168000,A:R
USGS,12436500,2/28/1983,183000,A:R
USGS,12436500,3/1/1983,186000,A:R
USGS,12436500,3/2/1983,195000,A:R
USGS,12436500,3/3/1983,190000,A:R
USGS,12436500,3/4/1983,194000,A:R
USGS,12436500,3/5/1983,167000,A:R
USGS,12436500,3/6/1983,176000,A:R
USGS,12436500,3/7/1983,180000,A:R
USGS,12436500,3/8/1983,182000,A:R
USGS,12436500,3/9/1983,174000,A:R
USGS,12436500,3/10/1983,128000,A:R
USGS,12436500,3/11/1983,131000,A:R
USGS,12436500,3/12/1983,145000,A:R
USGS,12436500,3/13/1983,146000,A:R
USGS,12436500,3/14/1983,163000,A:R
USGS,12436500,3/15/1983,174000,A:R
USGS,12436500,3/16/1983,196000,A:R
USGS,12436500,3/17/1983,188000,A:R
USGS,12436500,3/18/1983,182000,A:R
USGS,12436500,3/19/1983,197000,A:R
USGS,12436500,3/20/1983,196000,A:R
USGS,12436500,3/21/1983,198000,A:R
USGS,12436500,3/22/1983,207000,A:R
USGS,12436500,3/23/1983,205000,A:R
USGS,12436500,3/24/1983,198000,A:R
USGS,12436500,3/25/1983,212000,A:R
USGS,12436500,3/26/1983,198000,A:R
USGS,12436500,3/27/1983,198000,A:R
USGS,12436500,3/28/1983,203000,A:R
USGS,12436500,3/29/1983,196000,A:R
USGS,12436500,3/30/1983,188000,A:R
USGS,12436500,3/31/1983,171000,A:R
USGS,12436500,4/1/1983,150000,A:R
USGS,12436500,4/2/1983,130000,A:R
USGS,12436500,4/3/1983,145000,A:R
USGS,12436500,4/4/1983,147000,A:R
USGS,12436500,4/5/1983,160000,A:R
USGS,12436500,4/6/1983,132000,A:R
USGS,12436500,4/7/1983,136000,A:R
USGS,12436500,4/8/1983,106000,A:R
USGS,12436500,4/9/1983,127000,A:R
USGS,12436500,4/10/1983,147000,A:R
USGS,12436500,4/11/1983,153000,A:R
USGS,12436500,4/12/1983,156000,A:R
USGS,12436500,4/13/1983,154000,A:R
USGS,12436500,4/14/1983,148000,A:R
USGS,12436500,4/15/1983,143000,A:R
USGS,12436500,4/16/1983,121000,A:R
USGS,12436500,4/17/1983,123000,A:R
USGS,12436500,4/18/1983,131000,A:R
USGS,12436500,4/19/1983,131000,A:R
USGS,12436500,4/20/1983,140000,A:R
USGS,12436500,4/21/1983,138000,A:R
USGS,12436500,4/22/1983,137000,A:R
USGS,12436500,4/23/1983,133000,A:R
USGS,12436500,4/24/1983,161000,A:R
USGS,12436500,4/25/1983,139000,A:R
USGS,12436500,4/26/1983,148000,A:R
USGS,12436500,4/27/1983,154000,A:R
USGS,12436500,4/28/1983,147000,A:R
USGS,12436500,4/29/1983,145000,A:R
USGS,12436500,4/30/1983,135000,A:R
USGS,12436500,5/1/1983,137000,A:R
USGS,12436500,5/2/1983,139000,A:R
USGS,12436500,5/3/1983,139000,A:R
USGS,12436500,5/4/1983,134000,A:R
USGS,12436500,5/5/1983,150000,A:R
USGS,12436500,5/6/1983,138000,A:R
USGS,12436500,5/7/1983,137000,A:R
USGS,12436500,5/8/1983,121000,A:R
USGS,12436500,5/9/1983,147000,A:R
USGS,12436500,5/10/1983,139000,A:R
USGS,12436500,5/11/1983,149000,A:R
USGS,12436500,5/12/1983,136000,A:R
USGS,12436500,5/13/1983,124000,A:R
USGS,12436500,5/14/1983,132000,A:R
USGS,12436500,5/15/1983,114000,A:R
USGS,12436500,5/16/1983,129000,A:R
USGS,12436500,5/17/1983,145000,A:R
USGS,12436500,5/18/1983,138000,A:R
USGS,12436500,5/19/1983,133000,A:R
USGS,12436500,5/20/1983,129000,A:R
USGS,12436500,5/21/1983,115000,A:R
USGS,12436500,5/22/1983,120000,A:R
USGS,12436500,5/23/1983,126000,A:R
USGS,12436500,5/24/1983,131000,A:R
USGS,12436500,5/25/1983,127000,A:R
USGS,12436500,5/26/1983,132000,A:R
USGS,12436500,5/27/1983,124000,A:R
USGS,12436500,5/28/1983,125000,A:R
USGS,12436500,5/29/1983,124000,A:R
USGS,12436500,5/30/1983,115000,A:R
USGS,12436500,5/31/1983,110000,A:R
USGS,12436500,6/1/1983,112000,A:R
USGS,12436500,6/2/1983,138000,A:R
USGS,12436500,6/3/1983,130000,A:R
USGS,12436500,6/4/1983,120000,A:R
USGS,12436500,6/5/1983,120000,A:R
USGS,12436500,6/6/1983,126000,A:R
USGS,12436500,6/7/1983,132000,A:R
USGS,12436500,6/8/1983,133000,A:R
USGS,12436500,6/9/1983,131000,A:R
USGS,12436500,6/10/1983,118000,A:R
USGS,12436500,6/11/1983,103000,A:R
USGS,12436500,6/12/1983,103000,A:R
USGS,12436500,6/13/1983,112000,A:R
USGS,12436500,6/14/1983,107000,A:R
USGS,12436500,6/15/1983,104000,A:R
USGS,12436500,6/16/1983,98100,A:R
USGS,12436500,6/17/1983,90000,A:R
USGS,12436500,6/18/1983,81200,A:R
USGS,12436500,6/19/1983,77600,A:R
USGS,12436500,6/20/1983,100000,A:R
USGS,12436500,6/21/1983,99000,A:R
USGS,12436500,6/22/1983,113000,A:R
USGS,12436500,6/23/1983,113000,A:R
USGS,12436500,6/24/1983,119000,A:R
USGS,12436500,6/25/1983,107000,A:R
USGS,12436500,6/26/1983,96200,A:R
USGS,12436500,6/27/1983,96400,A:R
USGS,12436500,6/28/1983,91300,A:R
USGS,12436500,6/29/1983,84100,A:R
USGS,12436500,6/30/1983,90600,A:R
USGS,12436500,7/1/1983,85500,A:R
USGS,12436500,7/2/1983,55100,A:R
USGS,12436500,7/3/1983,57500,A:R
USGS,12436500,7/4/1983,73900,A:R
USGS,12436500,7/5/1983,93500,A:R
USGS,12436500,7/6/1983,105000,A:R
USGS,12436500,7/7/1983,118000,A:R
USGS,12436500,7/8/1983,101000,A:R
USGS,12436500,7/9/1983,89300,A:R
USGS,12436500,7/10/1983,93100,A:R
USGS,12436500,7/11/1983,102000,A:R
USGS,12436500,7/12/1983,115000,A:R
USGS,12436500,7/13/1983,113000,A:R
USGS,12436500,7/14/1983,98000,A:R
USGS,12436500,7/15/1983,103000,A:R
USGS,12436500,7/16/1983,170000,A:R
USGS,12436500,7/17/1983,166000,A:R
USGS,12436500,7/18/1983,144000,A:R
USGS,12436500,7/19/1983,143000,A:R
USGS,12436500,7/20/1983,153000,A:R
USGS,12436500,7/21/1983,166000,A:R
USGS,12436500,7/22/1983,150000,A:R
USGS,12436500,7/23/1983,124000,A:R
USGS,12436500,7/24/1983,128000,A:R
USGS,12436500,7/25/1983,153000,A:R
USGS,12436500,7/26/1983,159000,A:R
USGS,12436500,7/27/1983,162000,A:R
USGS,12436500,7/28/1983,167000,A:R
USGS,12436500,7/29/1983,167000,A:R
USGS,12436500,7/30/1983,148000,A:R
USGS,12436500,7/31/1983,146000,A:R
USGS,12436500,8/1/1983,164000,A:R
USGS,12436500,8/2/1983,136000,A:R
USGS,12436500,8/3/1983,128000,A:R
USGS,12436500,8/4/1983,131000,A:R
USGS,12436500,8/5/1983,148000,A:R
USGS,12436500,8/6/1983,131000,A:R
USGS,12436500,8/7/1983,131000,A:R
USGS,12436500,8/8/1983,146000,A:R
USGS,12436500,8/9/1983,134000,A:R
USGS,12436500,8/10/1983,134000,A:R
USGS,12436500,8/11/1983,124000,A:R
USGS,12436500,8/12/1983,105000,A:R
USGS,12436500,8/13/1983,107000,A:R
USGS,12436500,8/14/1983,101000,A:R
USGS,12436500,8/15/1983,122000,A:R
USGS,12436500,8/16/1983,135000,A:R
USGS,12436500,8/17/1983,134000,A:R
USGS,12436500,8/18/1983,128000,A:R
USGS,12436500,8/19/1983,126000,A:R
USGS,12436500,8/20/1983,117000,A:R
USGS,12436500,8/21/1983,106000,A:R
USGS,12436500,8/22/1983,127000,A:R
USGS,12436500,8/23/1983,94500,A:R
USGS,12436500,8/24/1983,84500,A:R
USGS,12436500,8/25/1983,90100,A:R
USGS,12436500,8/26/1983,81400,A:R
USGS,12436500,8/27/1983,60000,A:R
USGS,12436500,8/28/1983,49700,A:R
USGS,12436500,8/29/1983,87200,A:R
USGS,12436500,8/30/1983,110000,A:R
USGS,12436500,8/31/1983,137000,A:R
USGS,12436500,9/1/1983,132000,A:R
USGS,12436500,9/2/1983,99200,A:R
USGS,12436500,9/3/1983,66700,A:R
USGS,12436500,9/4/1983,56900,A:R
USGS,12436500,9/5/1983,61400,A:R
USGS,12436500,9/6/1983,93300,A:R
USGS,12436500,9/7/1983,79200,A:R
USGS,12436500,9/8/1983,86600,A:R
USGS,12436500,9/9/1983,76600,A:R
USGS,12436500,9/10/1983,58200,A:R
USGS,12436500,9/11/1983,55400,A:R
USGS,12436500,9/12/1983,88100,A:R
USGS,12436500,9/13/1983,86200,A:R
USGS,12436500,9/14/1983,76200,A:R
USGS,12436500,9/15/1983,73600,A:R
USGS,12436500,9/16/1983,78000,A:R
USGS,12436500,9/17/1983,59200,A:R
USGS,12436500,9/18/1983,70600,A:R
USGS,12436500,9/19/1983,93700,A:R
USGS,12436500,9/20/1983,78300,A:R
USGS,12436500,9/21/1983,81600,A:R
USGS,12436500,9/22/1983,91300,A:R
USGS,12436500,9/23/1983,70700,A:R
USGS,12436500,9/24/1983,56200,A:R
USGS,12436500,9/25/1983,41500,A:R
USGS,12436500,9/26/1983,78800,A:R
USGS,12436500,9/27/1983,85200,A:R
USGS,12436500,9/28/1983,84000,A:R
USGS,12436500,9/29/1983,77100,A:R
USGS,12436500,9/30/1983,88600,A:R
USGS,12436500,10/1/1983,93100,A:R
USGS,12436500,10/2/1983,75400,A:R
USGS,12436500,10/3/1983,84400,A:R
USGS,12436500,10/4/1983,81400,A:R
USGS,12436500,10/5/1983,76500,A:R
USGS,12436500,10/6/1983,73100,A:R
USGS,12436500,10/7/1983,84700,A:R
USGS,12436500,10/8/1983,71900,A:R
USGS,12436500,10/9/1983,56300,A:R
USGS,12436500,10/10/1983,76800,A:R
USGS,12436500,10/11/1983,75900,A:R
USGS,12436500,10/12/1983,70600,A:R
USGS,12436500,10/13/1983,90600,A:R
USGS,12436500,10/14/1983,89400,A:R
USGS,12436500,10/15/1983,66100,A:R
USGS,12436500,10/16/1983,44000,A:R
USGS,12436500,10/17/1983,74100,A:R
USGS,12436500,10/18/1983,80600,A:R
USGS,12436500,10/19/1983,85100,A:R
USGS,12436500,10/20/1983,70500,A:R
USGS,12436500,10/21/1983,59200,A:R
USGS,12436500,10/22/1983,61800,A:R
USGS,12436500,10/23/1983,47800,A:R
USGS,12436500,10/24/1983,71500,A:R
USGS,12436500,10/25/1983,64500,A:R
USGS,12436500,10/26/1983,67400,A:R
USGS,12436500,10/27/1983,71700,A:R
USGS,12436500,10/28/1983,62800,A:R
USGS,12436500,10/29/1983,55100,A:R
USGS,12436500,10/30/1983,57300,A:R
USGS,12436500,10/31/1983,72300,A:R
USGS,12436500,11/1/1983,76500,A:R
USGS,12436500,11/2/1983,69800,A:R
USGS,12436500,11/3/1983,71700,A:R
USGS,12436500,11/4/1983,73500,A:R
USGS,12436500,11/5/1983,58800,A:R
USGS,12436500,11/6/1983,50500,A:R
USGS,12436500,11/7/1983,84700,A:R
USGS,12436500,11/8/1983,77700,A:R
USGS,12436500,11/9/1983,70600,A:R
USGS,12436500,11/10/1983,82300,A:R
USGS,12436500,11/11/1983,59600,A:R
USGS,12436500,11/12/1983,51100,A:R
USGS,12436500,11/13/1983,54600,A:R
USGS,12436500,11/14/1983,82200,A:R
USGS,12436500,11/15/1983,71000,A:R
USGS,12436500,11/16/1983,71300,A:R
USGS,12436500,11/17/1983,91900,A:R
USGS,12436500,11/18/1983,89500,A:R
USGS,12436500,11/19/1983,96100,A:R
USGS,12436500,11/20/1983,95800,A:R
USGS,12436500,11/21/1983,109000,A:R
USGS,12436500,11/22/1983,107000,A:R
USGS,12436500,11/23/1983,111000,A:R
USGS,12436500,11/24/1983,71100,A:R
USGS,12436500,11/25/1983,81600,A:R
USGS,12436500,11/26/1983,95100,A:R
USGS,12436500,11/27/1983,88200,A:R
USGS,12436500,11/28/1983,118000,A:R
USGS,12436500,11/29/1983,127000,A:R
USGS,12436500,11/30/1983,130000,A:R
USGS,12436500,12/1/1983,132000,A:R
USGS,12436500,12/2/1983,126000,A:R
USGS,12436500,12/3/1983,146000,A:R
USGS,12436500,12/4/1983,137000,A:R
USGS,12436500,12/5/1983,138000,A:R
USGS,12436500,12/6/1983,140000,A:R
USGS,12436500,12/7/1983,130000,A:R
USGS,12436500,12/8/1983,105000,A:R
USGS,12436500,12/9/1983,98300,A:R
USGS,12436500,12/10/1983,74000,A:R
USGS,12436500,12/11/1983,79100,A:R
USGS,12436500,12/12/1983,104000,A:R
USGS,12436500,12/13/1983,90900,A:R
USGS,12436500,12/14/1983,92900,A:R
USGS,12436500,12/15/1983,94500,A:R
USGS,12436500,12/16/1983,127000,A:R
USGS,12436500,12/17/1983,132000,A:R
USGS,12436500,12/18/1983,132000,A:R
USGS,12436500,12/19/1983,129000,A:R
USGS,12436500,12/20/1983,138000,A:R
USGS,12436500,12/21/1983,138000,A:R
USGS,12436500,12/22/1983,139000,A:R
USGS,12436500,12/23/1983,146000,A:R
USGS,12436500,12/24/1983,146000,A:R
USGS,12436500,12/25/1983,87800,A:R
USGS,12436500,12/26/1983,70700,A:R
USGS,12436500,12/27/1983,94800,A:R
USGS,12436500,12/28/1983,117000,A:R
USGS,12436500,12/29/1983,106000,A:R
USGS,12436500,12/30/1983,76500,A:R
USGS,12436500,12/31/1983,67600,A:R
USGS,12436500,1/1/1984,55200,A:R
USGS,12436500,1/2/1984,61500,A:R
USGS,12436500,1/3/1984,86600,A:R
USGS,12436500,1/4/1984,93700,A:R
USGS,12436500,1/5/1984,110000,A:R
USGS,12436500,1/6/1984,104000,A:R
USGS,12436500,1/7/1984,73600,A:R
USGS,12436500,1/8/1984,65000,A:R
USGS,12436500,1/9/1984,105000,A:R
USGS,12436500,1/10/1984,107000,A:R
USGS,12436500,1/11/1984,114000,A:R
USGS,12436500,1/12/1984,121000,A:R
USGS,12436500,1/13/1984,118000,A:R
USGS,12436500,1/14/1984,101000,A:R
USGS,12436500,1/15/1984,95200,A:R
USGS,12436500,1/16/1984,136000,A:R
USGS,12436500,1/17/1984,145000,A:R
USGS,12436500,1/18/1984,153000,A:R
USGS,12436500,1/19/1984,152000,A:R
USGS,12436500,1/20/1984,155000,A:R
USGS,12436500,1/21/1984,142000,A:R
USGS,12436500,1/22/1984,106000,A:R
USGS,12436500,1/23/1984,106000,A:R
USGS,12436500,1/24/1984,92700,A:R
USGS,12436500,1/25/1984,79500,A:R
USGS,12436500,1/26/1984,78500,A:R
USGS,12436500,1/27/1984,78300,A:R
USGS,12436500,1/28/1984,77000,A:R
USGS,12436500,1/29/1984,73500,A:R
USGS,12436500,1/30/1984,117000,A:R
USGS,12436500,1/31/1984,125000,A:R
USGS,12436500,2/1/1984,120000,A:R
USGS,12436500,2/2/1984,128000,A:R
USGS,12436500,2/3/1984,133000,A:R
USGS,12436500,2/4/1984,138000,A:R
USGS,12436500,2/5/1984,133000,A:R
USGS,12436500,2/6/1984,133000,A:R
USGS,12436500,2/7/1984,146000,A:R
USGS,12436500,2/8/1984,144000,A:R
USGS,12436500,2/9/1984,154000,A:R
USGS,12436500,2/10/1984,133000,A:R
USGS,12436500,2/11/1984,105000,A:R
USGS,12436500,2/12/1984,86500,A:R
USGS,12436500,2/13/1984,105000,A:R
USGS,12436500,2/14/1984,93400,A:R
USGS,12436500,2/15/1984,114000,A:R
USGS,12436500,2/16/1984,142000,A:R
USGS,12436500,2/17/1984,151000,A:R
USGS,12436500,2/18/1984,129000,A:R
USGS,12436500,2/19/1984,112000,A:R
USGS,12436500,2/20/1984,137000,A:R
USGS,12436500,2/21/1984,149000,A:R
USGS,12436500,2/22/1984,152000,A:R
USGS,12436500,2/23/1984,148000,A:R
USGS,12436500,2/24/1984,145000,A:R
USGS,12436500,2/25/1984,125000,A:R
USGS,12436500,2/26/1984,102000,A:R
USGS,12436500,2/27/1984,115000,A:R
USGS,12436500,2/28/1984,152000,A:R
USGS,12436500,2/29/1984,158000,A:R
USGS,12436500,3/1/1984,148000,A:R
USGS,12436500,3/2/1984,144000,A:R
USGS,12436500,3/3/1984,115000,A:R
USGS,12436500,3/4/1984,110000,A:R
USGS,12436500,3/5/1984,164000,A:R
USGS,12436500,3/6/1984,157000,A:R
USGS,12436500,3/7/1984,146000,A:R
USGS,12436500,3/8/1984,110000,A:R
USGS,12436500,3/9/1984,104000,A:R
USGS,12436500,3/10/1984,91600,A:R
USGS,12436500,3/11/1984,85300,A:R
USGS,12436500,3/12/1984,131000,A:R
USGS,12436500,3/13/1984,135000,A:R
USGS,12436500,3/14/1984,124000,A:R
USGS,12436500,3/15/1984,109000,A:R
USGS,12436500,3/16/1984,97000,A:R
USGS,12436500,3/17/1984,85200,A:R
USGS,12436500,3/18/1984,52500,A:R
USGS,12436500,3/19/1984,94000,A:R
USGS,12436500,3/20/1984,92300,A:R
USGS,12436500,3/21/1984,97600,A:R
USGS,12436500,3/22/1984,84100,A:R
USGS,12436500,3/23/1984,79800,A:R
USGS,12436500,3/24/1984,68400,A:R
USGS,12436500,3/25/1984,63000,A:R
USGS,12436500,3/26/1984,99000,A:R
USGS,12436500,3/27/1984,92200,A:R
USGS,12436500,3/28/1984,103000,A:R
USGS,12436500,3/29/1984,107000,A:R
USGS,12436500,3/30/1984,100000,A:R
USGS,12436500,3/31/1984,61800,A:R
USGS,12436500,4/1/1984,59500,A:R
USGS,12436500,4/2/1984,104000,A:R
USGS,12436500,4/3/1984,128000,A:R
USGS,12436500,4/4/1984,115000,A:R
USGS,12436500,4/5/1984,126000,A:R
USGS,12436500,4/6/1984,119000,A:R
USGS,12436500,4/7/1984,103000,A:R
USGS,12436500,4/8/1984,84300,A:R
USGS,12436500,4/9/1984,134000,A:R
USGS,12436500,4/10/1984,120000,A:R
USGS,12436500,4/11/1984,125000,A:R
USGS,12436500,4/12/1984,120000,A:R
USGS,12436500,4/13/1984,116000,A:R
USGS,12436500,4/14/1984,115000,A:R
USGS,12436500,4/15/1984,118000,A:R
USGS,12436500,4/16/1984,128000,A:R
USGS,12436500,4/17/1984,129000,A:R
USGS,12436500,4/18/1984,130000,A:R
USGS,12436500,4/19/1984,137000,A:R
USGS,12436500,4/20/1984,152000,A:R
USGS,12436500,4/21/1984,157000,A:R
USGS,12436500,4/22/1984,154000,A:R
USGS,12436500,4/23/1984,149000,A:R
USGS,12436500,4/24/1984,152000,A:R
USGS,12436500,4/25/1984,162000,A:R
USGS,12436500,4/26/1984,153000,A:R
USGS,12436500,4/27/1984,150000,A:R
USGS,12436500,4/28/1984,139000,A:R
USGS,12436500,4/29/1984,127000,A:R
USGS,12436500,4/30/1984,146000,A:R
USGS,12436500,5/1/1984,148000,A:R
USGS,12436500,5/2/1984,144000,A:R
USGS,12436500,5/3/1984,153000,A:R
USGS,12436500,5/4/1984,165000,A:R
USGS,12436500,5/5/1984,141000,A:R
USGS,12436500,5/6/1984,106000,A:R
USGS,12436500,5/7/1984,143000,A:R
USGS,12436500,5/8/1984,137000,A:R
USGS,12436500,5/9/1984,150000,A:R
USGS,12436500,5/10/1984,143000,A:R
USGS,12436500,5/11/1984,138000,A:R
USGS,12436500,5/12/1984,115000,A:R
USGS,12436500,5/13/1984,93800,A:R
USGS,12436500,5/14/1984,141000,A:R
USGS,12436500,5/15/1984,138000,A:R
USGS,12436500,5/16/1984,135000,A:R
USGS,12436500,5/17/1984,139000,A:R
USGS,12436500,5/18/1984,139000,A:R
USGS,12436500,5/19/1984,123000,A:R
USGS,12436500,5/20/1984,84200,A:R
USGS,12436500,5/21/1984,132000,A:R
USGS,12436500,5/22/1984,130000,A:R
USGS,12436500,5/23/1984,126000,A:R
USGS,12436500,5/24/1984,126000,A:R
USGS,12436500,5/25/1984,128000,A:R
USGS,12436500,5/26/1984,93300,A:R
USGS,12436500,5/27/1984,72400,A:R
USGS,12436500,5/28/1984,98500,A:R
USGS,12436500,5/29/1984,135000,A:R
USGS,12436500,5/30/1984,124000,A:R
USGS,12436500,5/31/1984,120000,A:R
USGS,12436500,6/1/1984,101000,A:R
USGS,12436500,6/2/1984,80500,A:R
USGS,12436500,6/3/1984,86500,A:R
USGS,12436500,6/4/1984,107000,A:R
USGS,12436500,6/5/1984,101000,A:R
USGS,12436500,6/6/1984,112000,A:R
USGS,12436500,6/7/1984,113000,A:R
USGS,12436500,6/8/1984,110000,A:R
USGS,12436500,6/9/1984,82400,A:R
USGS,12436500,6/10/1984,69000,A:R
USGS,12436500,6/11/1984,101000,A:R
USGS,12436500,6/12/1984,98900,A:R
USGS,12436500,6/13/1984,89400,A:R
USGS,12436500,6/14/1984,108000,A:R
USGS,12436500,6/15/1984,117000,A:R
USGS,12436500,6/16/1984,123000,A:R
USGS,12436500,6/17/1984,117000,A:R
USGS,12436500,6/18/1984,128000,A:R
USGS,12436500,6/19/1984,124000,A:R
USGS,12436500,6/20/1984,131000,A:R
USGS,12436500,6/21/1984,119000,A:R
USGS,12436500,6/22/1984,117000,A:R
USGS,12436500,6/23/1984,104000,A:R
USGS,12436500,6/24/1984,102000,A:R
USGS,12436500,6/25/1984,121000,A:R
